2017-10-26,21.57,21.65,21.2,21.32,86283723,GE
2017-10-27,21.26,21.3,20.64,20.79,98534637,GE
2017-10-30,20.62,20.72,20.26,20.41,98385544,GE
2017-10-31,20.26,20.4,20.05,20.16,98007061,GE
2017-11-01,20.07,20.52,19.96,20.02,91714426,GE
2017-11-02,20.05,20.08,19.63,19.94,81531699,GE
2017-11-03,19.92,20.33,19.86,20.14,67860954,GE
2017-11-06,20.52,20.53,20.08,20.13,60679528,GE
2017-11-07,20.17,20.25,20.12,20.21,41661222,GE
2017-11-08,20.21,20.32,20.07,20.12,39682539,GE
2017-11-09,20.04,20.07,19.85,19.99,50850505,GE
2017-11-10,19.98,20.68,19.9,20.49,100732937,GE
2017-11-13,20.26,20.75,18.75,19.02,261557413,GE
2017-11-14,18.79,18.88,17.46,17.9,312556809,GE
2017-11-15,17.51,18.38,17.5,18.26,144368004,GE
2017-11-16,18.48,18.48,18.05,18.25,89376592,GE
2017-11-17,18.34,18.47,18.21,18.21,60457162,GE
2017-11-20,17.95,18.13,17.83,17.98,63934053,GE
2017-11-21,17.95,18.07,17.7,17.83,77918915,GE
2017-11-22,18.15,18.25,17.84,18.15,54846811,GE
2017-11-24,18.38,18.38,18.15,18.19,24897701,GE
2017-11-27,18.34,18.5,18.09,18.12,78852430,GE
2017-11-28,18.17,18.44,18.06,18.41,56115382,GE
2017-11-29,18.45,18.54,18.31,18.48,55159484,GE
2017-11-30,18.56,18.59,18.18,18.29,68055442,GE
2017-12-01,18.28,18.28,17.86,17.88,82027614,GE
2017-12-04,18.0,18.06,17.88,17.95,68347911,GE
2017-12-05,17.78,18.01,17.67,17.76,65814889,GE
2017-12-06,17.61,17.84,17.6,17.66,43913625,GE
2017-12-07,17.81,18.06,17.63,17.71,55584727,GE
2017-12-08,17.71,17.82,17.66,17.71,54443466,GE
2017-12-11,17.6,17.79,17.53,17.65,58171204,GE
2017-12-12,17.91,18.04,17.65,17.91,66832390,GE
2017-12-13,17.92,17.99,17.76,17.76,42104460,GE
2017-12-14,17.77,17.82,17.64,17.64,48545829,GE
2017-12-15,17.78,17.83,17.66,17.82,88381861,GE
2017-12-18,17.87,18.05,17.75,17.76,53913436,GE
2017-12-19,17.77,17.8,17.55,17.59,65496111,GE
2017-12-20,17.63,17.65,17.36,17.45,75364978,GE
2017-12-21,17.46,17.69,17.44,17.47,67877696,GE
2017-12-22,17.51,17.56,17.4,17.5,46370351,GE
2017-12-26,17.45,17.66,17.4,17.43,55337926,GE
2017-12-27,17.46,17.63,17.31,17.38,60126681,GE
2017-12-28,17.35,17.4,17.25,17.36,60934882,GE
2017-12-29,17.27,17.53,17.27,17.45,76149513,GE
